WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,Acetate Flow,Final TP influent,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total air,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor
113562.354,84438.08088,198000.4349,11.9186009,46.34849537,531.3454568,0.00E+00,6.84,,0.930558,0.0577185,0.52346,50.9808,6.21958,31646.9,18656.3,745552.3165,1037.89,17170,1113.98,3.08521,0.18631,1442.98,12929,40000,197986,0.0172357,0.0440833,79769.1,2187.99,92819.8,2.16E-05,254747,654747,2275.12,705.65,3.75944,390.911,2313.79,695.503,3.89954,379.356,254747,2309.64,690.571,2.40624,372.715,2308.74,689.428,2.67612,371.723
113562.354,85671.78228,199234.1363,32.61619885,37.40445434,486.0596883,5.33E+01,18.59,,1.09E-06,0.10103,5.62085,49.249,4.47332,45157.3,43185.7,1449511.625,1044.6,33155.9,2392.03,3.07355,1.98202,2214.3,19503.1,40000,199265,0.0419468,5.14728,92636.7,2383.26,120815,1.00E-06,256026,656026,3885.26,1726.44,2.04131,1159.27,4043.72,1688.46,4.07738,1116.73,256026,4019.72,1685.06,0.655289,1110.14,4041.22,1677.87,2.21885,1103.5
113562.354,51822.9679,165385.3219,11.97291845,23.74196839,468.6505162,0.00E+00,8.22,,0.444428,0.0533439,0.454577,42.9995,4.26639,25159.8,14065.4,557025.3594,866.926,12850.2,810.331,2.86329,1591.93,1250.21,11250.4,40000,165373,0.015137,0.050582,65260.7,2558.32,107164,1.19E-05,222134,622134,2096.03,619.501,3.32609,349.099,2137.19,610.298,3.91607,338.725,222134,2134.53,606.759,1.98442,332.956,2133.75,605.48,2.42694,331.977
113562.354,25471.58519,139033.9392,19.61166431,23.29710465,551.0522301,4.04E+00,16.02,,0.291842,0.0888876,0.421136,39.2498,3.52067,31594.4,23713.9,725677.152,728.787,16834,962.56,2.86398,2674.26,1630.26,14546.1,40000,139022,0.0236132,0.042578,64867.4,3507.26,134808,7.65E-06,195783,595783,3479.42,968.208,2.55561,547.961,3561.07,951.825,3.77078,530.018,195783,3556.59,947.443,0.985178,522.707,3555.5,944.529,2.12883,520.637
113562.354,42407.12834,155969.4823,37.62708184,20.88895584,588.9040796,5.84E+01,27.4,,1.00E-06,0.138055,3.8556,44.9602,3.8468,50262.1,53131.3,1624447.487,817.809,37241.1,2596.97,3.13392,573.594,2462.78,21573.7,40000,156003,0.0556783,3.41908,90869.2,2266.92,150918,1.00E-06,212764,612764,5335.28,2290.1,1.5679,1489.65,5531.51,2241.84,3.72165,1434.94,212764,5492.7,2237.17,0.3589,1427.44,5522.18,2227.13,2.19396,1417.75
113562.354,36443.06,150005.414,27.87223618,38.34255712,724.2062816,1.21E+01,21.1,,0.147811,0.130818,0.549786,48.6799,4.07261,46912.9,46456.4,1099455.591,786.309,25397.7,1565.43,3.04681,2124.9,2298.75,20209.4,40000,149995,0.037888,0.0708892,75907.9,3665.55,135642,3.20E-06,206756,606756,5111.9,1554.57,2.25601,897.37,5244.23,1526,3.79084,865.636,206756,5228.44,1520.89,0.585222,857.482,5232.73,1515.52,2.14444,852.982
113562.354,4908.250858,118470.6049,38.68410429,39.44055051,721.6236026,4.75E+01,37.08,,0.00101487,0.150094,9.55292,40.7482,3.68355,45771.6,44452.6,1670227.81,621.184,38403.8,2556.99,3.09736,278.937,2247.36,19779.9,40000,118496,0.063062,9.15722,95768,2033.99,145352,1.00E-06,175257,575257,5836.46,2592.05,1.44114,1572.65,6022.58,2541.22,3.469,1515.19,175257,5973.13,2533.9,0.290766,1505.65,6003.78,2522.48,2.13187,1494.44
113562.354,60999.61324,174561.9672,16.14941279,42.09195247,627.4429204,0.00E+00,10.51,,0.499901,0.0778835,0.508304,50.0524,4.7499,35860.6,24901.3,795965.2296,915.01,18405.9,1114.41,3.08274,461.541,1671.34,14899,40000,174545,0.0233362,0.0310211,83656.4,2700.81,108379,1.17E-05,231306,631306,3060,955.739,3.14963,529.87,3121.63,941.024,3.86729,513.466,231306,3116.92,935.745,1.54802,505.661,3115.34,933.447,2.43665,504.023
113562.354,43872.68548,157435.0395,30.38056863,36.6290679,731.8302416,1.94E+01,21.91,,0.00307803,0.138841,0.60728,50.3311,4.10543,50819.5,54225.5,1208641.773,825.286,27822.8,1818.02,3.06513,2197.9,2488.72,21788.5,40000,157430,0.0418542,0.110765,76370.2,3656.24,136657,1.00E-06,214191,614191,5416.03,1718.05,2.14348,1021.83,5568.32,1685,3.94308,984.959,214191,5542.46,1680.6,0.496545,977.346,5553.63,1674.17,2.13487,971.686
112149.5564,0,112149.5564,26.78235097,38.04041648,562.7737568,2.57E+01,26.78,,0.263948,0.135843,0.395583,31.2334,3.20425,38734.2,35846.9,1172160.069,587.946,27167.6,1578.54,2.95017,2025.46,2012.92,17808.4,40000,112155,0.0400295,0.088602,80270.4,3923.64,146936,5.20E-06,168916,568916,5300.14,1647.37,1.7114,979.354,5451.74,1614.35,3.60236,943.243,168916,5426.23,1607.92,0.446267,934.102,5433.74,1601.18,2.17954,928.29
113562.354,11186.11924,124748.4732,16.35094501,25.50307864,721.3505115,0.00E+00,14.88,,0.225871,0.0956772,0.449887,42.5724,3.55889,32697.2,23653.1,813634.3984,653.878,18835.8,1117.83,2.90126,1502.9,1628.13,14527.8,40000,124732,0.0321455,0.0402671,79243.6,2746.59,111432,5.19E-06,181493,581493,3754.86,1315.34,2.3573,710.884,3835.67,1295.1,3.70254,688.311,181493,3827.52,1290.01,0.65222,680.191,3827.09,1285.82,2.12492,677.011
113562.354,66810.43745,180372.7915,17.31118608,16.18871122,616.808895,0.00E+00,10.9,,0.118045,0.0778277,0.520029,50.48,4.20519,35320.6,25781.7,702008.1643,945.471,16159.1,1057,2.98431,1813.41,1701.2,15155,40000,180356,0.0225545,0.0363773,68781.8,2888.25,114040,2.84E-06,237117,637117,3050.25,922.977,3.04949,522.197,3117.64,908.125,4.12802,505.576,237117,3114.02,904.802,1.24786,499.118,3113.11,902.182,2.32853,497.257
113562.354,69262.85355,182825.2076,13.02486994,46.25407731,621.6395554,0.00E+00,8.09,,0.744087,0.068431,0.514854,51.3557,5.33883,33952.6,21759.4,823943.0446,958.334,19054,1152.44,3.07583,0.294698,1560.42,13944.6,40000,182810,0.0222566,0.029327,84701.3,2198.11,93459,1.60E-05,239571,639571,2694.91,911.465,3.39592,503.768,2744.08,898,3.85977,488.623,239571,2738.74,892.164,1.89024,480.59,2737.24,890.266,2.58175,479.211
110273.3702,0,110273.3702,26.52702259,47.2027316,661.2066075,1.41E+01,26.53,,0.594147,0.138216,0.394732,36.3369,3.74108,40521.5,36189.1,1126067.809,578.049,26248.3,1367.47,3.03073,1475.48,2022.73,17891.2,40000,110267,0.0386244,0.0384758,85264.7,3848.42,142338,1.39E-05,167028,567028,5413.7,1587.02,1.93844,889.8,5542.46,1558.66,3.48518,859.107,167028,5530.65,1550.21,0.612422,848.153,5528.66,1544.97,2.30948,844.108
96143.8116,0,96143.8116,34.99731314,17.60449752,707.7653748,3.14E+01,35,,5.72E-05,0.10461,16.7002,38.2734,3.34876,29145,21088,1182074.817,504.094,27205.1,1784.19,2.82652,0.670804,1535.73,13731.6,40000,96159.9,0.0478349,16.334,94398.2,1951.54,114532,1.00E-06,152921,552921,4069.77,1965.99,1.45661,1174.64,4203.85,1928.43,3.45497,1132.63,152921,4162.41,1922.59,0.295991,1124.35,4184.4,1913.39,2.02442,1115.65
113562.354,74049.97433,187612.3283,24.72111102,23.5471124,530.3208395,2.29E+01,14.96,,1.98E-06,0.100146,0.513199,49.0675,4.14538,42653.8,39565.6,998017.305,983.52,22990.9,1484.55,3.00941,2095.43,2117.19,18687.8,40000,187614,0.0301464,0.0400567,71342.8,3472.87,131615,1.00E-06,244375,644375,3887.65,1238.71,2.41008,782.463,4013.38,1213.08,4.32533,754.279,244375,4004.76,1210.38,0.794235,748.013,4005.84,1205.86,2.41937,744.48
113562.354,41892.07584,155454.4298,20.1966369,37.73952487,468.0312842,1.49E+01,14.75,,0.350439,0.0868614,0.411645,40.8879,3.93987,33950,25757.7,864791.0705,814.92,20084,1124.2,2.98477,1365.78,1700.39,15148.1,40000,155452,0.0243703,0.0232671,78554.8,3470.85,133765,7.27E-06,212213,612213,3386.4,1002.33,2.45768,608.036,3481.58,982.941,3.91164,587.146,212213,3476.77,978.043,1.13558,579.354,3474.46,974.812,2.54363,577.212
113562.354,64667.74286,178230.0969,36.33150393,40.09113877,669.911491,4.55E+01,23.15,,1.00E-06,0.145767,0.585047,51.9855,4.4344,58847,68691.7,1569175.267,934.418,36088.5,2394.07,3.18743,1084.42,2810.95,24437.2,40000,178247,0.0503493,0.0775013,86304.2,3025.47,145404,1.00E-06,235008,635008,5656.39,2069.93,1.95529,1321.79,5847.68,2026.36,4.13647,1273.04,235008,5818.33,2022.09,0.465816,1265.54,5830.67,2013.97,2.41357,1258.17
76840.89128,0,76840.89128,30.52161659,28.10147865,682.3698373,1.71E+01,30.52,,0.0484711,0.122234,0.489817,36.9836,3.18453,28395.3,21723.7,814277.4401,402.827,18838.3,1131.1,2.77083,3002.48,1559.11,13933.4,40000,76842.4,0.0326427,0.124372,65673.9,3851.57,147859,1.18E-06,133603,533603,4774.19,1343.34,1.47673,778.888,4901.08,1316.73,3.57539,750.552,133603,4876.77,1312.24,0.32644,743.316,4889.34,1305.71,2.02378,737.785
113562.354,21449.71157,135012.0656,38.39286934,32.31485837,613.462056,5.83E+01,32.29,,1.00E-06,0.149609,4.30416,40.8677,3.60424,49015.3,51158.3,1674382.503,707.946,38436.8,2625.88,3.12969,654.124,2415.37,21180.3,40000,135046,0.0604591,3.90707,91617.7,2207.28,157317,1.00E-06,191807,591807,5793.66,2486.88,1.39742,1585.58,5997.7,2435.33,3.58937,1527.18,191807,5952.26,2429.59,0.300424,1518.91,5984.35,2418.36,2.20589,1507.92
113562.354,15874.66686,129437.0209,27.43649861,26.47542653,463.8613288,3.89E+01,24.07,,0.00388704,0.0842617,11.2221,32.5011,3.14679,27953.6,20501.6,1175053.145,678.666,27031.2,1785.89,2.78467,0.799622,1513.86,13542.6,40000,129461,0.0387079,10.9161,94921.6,2277.79,111281,1.00E-06,186222,586222,3249.19,1593.98,1.74282,1023.34,3380.29,1560.15,3.67473,985.517,186222,3351.88,1555.67,0.477214,978.172,3370.47,1548.32,2.08237,971.427
98439.90237,0,98439.90237,19.36046116,41.87187258,668.0899671,0.00E+00,19.36,,0.668831,0.0956828,0.416004,36.0846,3.63632,28831.1,19032.3,722401.5543,515.971,16854.8,861.429,2.9143,1124.27,1457.69,13056.5,40000,98425.3,0.0262002,0.0649331,83085.1,3262.56,127840,2.04E-05,155186,555186,3764.01,1073.34,2.31776,563.044,3835.03,1057.44,3.398,546.006,155186,3828.63,1050.85,0.902113,537.026,3827.31,1048.01,1.89228,534.999
113562.354,13019.94,126582.294,33.44109329,49.11996682,553.0892327,4.87E+01,30,,0.431153,0.117855,10.1381,35.5596,3.81636,37545.9,32680.2,1607000.141,663.731,37184.8,2225.39,2.97116,0.307535,1919.98,17021.1,40000,126612,0.0507573,9.79802,94893.5,2176.27,131823,5.25E-06,183373,583373,4573.31,2090.86,1.63016,1303.44,4728.67,2048.09,3.39833,1255.78,183373,4695.56,2038.78,0.51108,1244.16,4714.2,2030.29,2.12991,1236.23
113562.354,21602.47523,135164.8292,18.01899142,19.98260001,548.252693,0.00E+00,15.14,,0.406032,0.082056,0.427035,37.859,3.5466,29297.5,20600.6,655616.6059,708.489,15217,861.39,2.83406,2711.01,1517.57,13574.7,40000,135150,0.021196,0.0619372,63298.5,3417.16,132608,1.20E-05,191911,591911,3218.5,868.137,2.7341,476.629,3286.2,854.616,3.67059,461.724,191911,3282.91,850.108,1.17497,454.54,3282.24,847.84,2.01314,452.896
113562.354,89178.81952,202741.1735,11.40869634,19.07417802,704.9259821,0.00E+00,6.39,,0.000547765,0.067206,0.558991,56.3875,4.5831,35868.8,23738.2,745297.8726,1062.74,17091,1186.74,3.06018,148.918,1631.11,14553.4,40000,202725,0.0252559,0.0252594,82175.6,1688.37,78431.7,1.00E-06,259486,659486,2637.43,1032.21,3.24178,592.12,2693.44,1016.06,4.55166,573.845,259486,2689.48,1013.29,1.213,567.463,2688.24,1010.24,2.59235,565.393
113562.354,13869.51537,127431.8694,14.71012311,16.60012062,645.141872,0.00E+00,13.11,,0.30333,0.0823123,0.413236,39.9883,3.4944,29303.6,19555.8,730582.6583,667.953,16939.8,977.063,2.85867,1492.56,1477.93,13231.9,40000,127417,0.0270542,0.0318925,76854.6,2687.93,110523,7.23E-06,184178,584178,3232.06,1107.21,2.51271,602.945,3299.86,1090.4,3.73031,584.304,184178,3294.12,1085.51,0.845602,576.45,3292.49,1082.17,2.17751,574.102
77229.53774,0,77229.53774,33.52508757,35.19332563,453.5150951,4.07E+01,33.53,,0.0560923,0.0797557,14.5224,25.7795,2.89804,20059.4,12509.6,1051755.522,405.008,24315.4,1477.93,2.62797,0.114031,1178.08,10618.6,40000,77258.5,0.0362827,14.2845,90667.3,2262.27,124696,1.00E-06,134019,534019,3078.97,1499.78,1.24942,971.815,3210.13,1465.41,3.37545,934.13,134019,3172.13,1459.87,0.365163,926.275,3190.23,1451.31,2.19473,918.461
103643.7478,0,103643.7478,28.02583761,43.5774037,671.4583719,1.67E+01,28.03,,0.411875,0.140471,0.426805,36.6374,3.5704,39075.8,34860.9,1099161.594,543.31,25544.5,1411.42,2.98759,1813.33,1984.42,17567.3,40000,103641,0.039372,0.0647073,81618.6,3884.66,143992,9.44E-06,160402,560402,5496.95,1618.25,1.78749,916.94,5633.65,1588.28,3.50358,884.439,160402,5615.93,1580.87,0.480629,874.462,5618.83,1574.88,2.15757,869.499
113562.354,81963.16558,195525.5196,26.32208877,32.93548723,691.8455793,1.06E+01,15.29,,1.78E-05,0.108116,0.594735,54.7446,4.42355,48146.4,47036.4,969008.6661,1024.93,22281.4,1482.64,3.06607,2173.93,2313.43,20331.9,40000,195513,0.0314011,0.0620437,70469.4,3407.07,127565,1.00E-06,252274,652274,4216.2,1287.15,2.72929,769.65,4331.74,1263.19,4.29811,742.839,252274,4321.75,1260.29,0.816755,736.353,4324.63,1256.04,2.27134,732.966
85191.38144,0,85191.38144,37.82154726,18.20379868,697.4113789,3.55E+01,37.82,,0.000153006,0.105942,16.6281,37.8454,3.35239,27491.4,19379.9,1164966.729,446.704,26826.2,1743.53,2.8134,0.93347,1471.16,13173.2,40000,85212.2,0.0475089,16.2663,92824.2,2002.45,122820,1.00E-06,141973,541973,4118.35,1954.87,1.28865,1184.42,4259.5,1916.15,3.4194,1141.41,141973,4214.55,1910.2,0.270123,1133.16,4237.7,1900.36,2.09139,1123.83
113562.354,88220.38839,201782.7424,34.88103023,24.9946736,679.5424058,3.97E+01,19.63,,1.00E-06,0.13424,0.625303,55.2769,4.53062,59287.6,70203.9,1408539.639,1057.86,32332.8,2210.33,3.15038,1744.6,2842.7,24696.2,40000,201794,0.0453357,0.0858736,79565,3149.78,138125,1.00E-06,258555,658555,5205.82,1861.93,2.18268,1204.37,5383.48,1823.29,4.33555,1160.89,258555,5357.86,1820.44,0.54576,1154.41,5369.6,1813.43,2.3698,1148.16
113562.354,80465.65627,194028.0103,12.49101884,41.38839704,613.3200238,0.00E+00,7.31,,0.40555,0.0649379,0.521901,52.8752,5.04911,34035.9,21546.2,759780.3768,1017.06,17504.5,1128.41,3.08641,0.868942,1552.62,13877.3,40000,194012,0.0213293,0.0237954,83250.8,2098.26,90426.5,8.61E-06,250773,650773,2554.49,873.179,3.4144,490.746,2603.41,859.96,4.10091,475.912,250773,2599.08,855.27,1.83665,468.691,2597.52,853.171,2.71754,467.257
113562.354,10896.88227,124459.2363,24.0737153,17.08518456,572.409406,1.62E+01,21.97,,0.148778,0.116779,0.411166,35.7179,3.22484,36060,31654.3,966296.2293,652.433,22381.4,1316.12,2.8837,2696.57,1888.95,16757.6,40000,124457,0.0335356,0.0627314,70070.6,3780.72,142539,3.17E-06,181218,581218,4555.67,1377.86,1.99258,810.11,4681.83,1351.41,3.72502,781.07,181218,4667.79,1346.69,0.527311,773.314,4671.16,1341.42,2.14336,769.025
113562.354,84630.14721,198192.5012,32.98161449,41.07573927,480.9737062,5.50E+01,18.9,,1.54E-06,0.103414,5.35946,48.9683,4.5449,45919.2,44539.2,1501027.536,1039.15,34356.5,2454.81,3.08244,0.777466,2249.6,19798.7,40000,198225,0.0426465,4.88848,92469.7,2384.54,123308,1.00E-06,254986,654986,3978.19,1755.84,2.01783,1178.27,4138.98,1717.04,4.04715,1134.95,254986,4115.08,1713.14,0.664523,1127.95,4136.57,1705.86,2.23046,1121.21
113562.354,89690.72637,203253.0804,17.15318711,45.60602151,623.5083944,0.00E+00,9.58,,0.446837,0.0763065,0.546123,54.2598,5.36089,39569.5,28664.1,816644.0942,1065.41,18814.8,1212.64,3.15707,353.257,1795.66,15963,40000,203235,0.0217898,0.0303077,82441,2716.61,107587,1.04E-05,259996,659996,2997.14,892.696,3.46369,501.257,3057.78,878.666,4.03927,485.62,259996,3053.68,873.631,1.89513,478.221,3052.26,871.592,2.66129,476.735
97127.73038,0,97127.73038,14.43879873,23.85509147,616.5946778,0.00E+00,14.44,,0.412291,0.0714296,0.365984,33.5852,3.15619,22414.9,12924,578817.6605,509.105,13469,725.967,2.70836,1802.67,1197.7,10790.7,40000,97115.8,0.0218633,0.045885,71231.7,2713.19,114188,1.20E-05,153877,553877,2809.11,895.198,2.35314,482.657,2863.59,881.933,3.58367,468.478,153877,2858.55,877.197,0.864652,461.004,2857.18,874.532,1.95121,459.241
113562.354,67328.28434,180890.6383,18.43722716,25.10148487,689.8049779,0.00E+00,11.57,,0.047987,0.0863116,0.54989,52.7784,4.24731,38658,30149.8,770878.4514,948.178,17736.1,1168.98,3.01606,1661.08,1842.57,16362.9,40000,180872,0.0263036,0.0417355,72346.5,2838.16,112004,1.09E-06,237633,637633,3381.42,1076.09,2.95228,608.014,3457.86,1058.62,4.1609,588.352,237633,3452.69,1055.34,1.0156,581.72,3452.46,1052.14,2.27237,579.367
113562.354,8429.367636,121991.7216,11.84048244,47.68769727,666.2263744,0.00E+00,11.02,,1.17716,0.0779272,0.411197,39.2173,4.51581,28581.8,17448.4,890698.6749,639.438,20803.5,1040.06,2.9165,0.122192,1394.73,12510.2,40000,121978,0.0285597,0.0395545,91081.7,2130.23,93578.2,2.58E-05,178739,578739,3076.6,1169.27,2.72394,616.449,3127.38,1153.15,3.42111,598.598,178739,3119.08,1144.81,1.34157,588.146,3117.09,1142.39,2.13726,586.375
113562.354,43850.85161,157413.2056,17.29395433,32.53149655,549.9241481,0.00E+00,12.48,,0.349332,0.0760458,0.467924,43.8145,3.97387,31134.4,21576.1,660115.4506,825.118,15269.4,919.32,2.9123,2168.85,1553.71,13886.8,40000,157398,0.0201865,0.0477745,66203.1,3185.55,124451,9.61E-06,214159,614159,2982.49,826.625,2.96876,460.173,3045.75,813.657,3.83476,445.771,214159,3042.75,809.555,1.38824,438.98,3041.83,807.459,2.18943,437.462
113562.354,6918.375081,120480.7291,16.75093146,23.7528812,583.4585669,0.00E+00,15.79,,0.408901,0.0847432,0.381351,34.6435,3.29165,28138.5,19311.1,682970.0956,631.514,15877.3,871.909,2.80632,2377.66,1468.5,13150.2,40000,120466,0.0239752,0.0484828,68442,3221.39,127214,1.14E-05,177227,577227,3326.75,981.762,2.52946,532.472,3395.84,966.774,3.60985,516.008,177227,3390.89,961.764,0.963237,508.246,3389.73,959.009,2.00882,506.292
113562.354,52776.67347,166339.0275,15.37038924,32.18791463,733.7755234,0.00E+00,10.49,,0.408901,0.0847432,0.381351,34.6435,3.29165,28138.5,19311.1,682970.0956,631.514,15877.3,871.909,2.80632,2377.66,1468.5,13150.2,40000,120466,0.0239752,0.0484828,68442,3221.39,127214,1.14E-05,177227,577227,3326.75,981.762,2.52946,532.472,3395.84,966.774,3.60985,516.008,177227,3390.89,961.764,0.963237,508.246,3389.73,959.009,2.00882,506.292
79441.5436,0,79441.5436,33.33614286,26.53459792,600.4701506,3.03E+01,33.34,,0.000745971,0.0768612,18.1436,32.9327,3.08343,20233.1,12204.4,948572.4203,416.551,21882.6,1380.26,2.60067,0.267199,1163.43,10490,40000,79460.2,0.0363336,17.8338,90740.1,2025.08,103591,1.00E-06,136221,536221,2979.88,1497.32,1.40091,929.002,3092.55,1466.29,3.44331,894.966,136221,3057.38,1461.27,0.332405,887.458,3074.45,1453.34,2.05449,880.253
113562.354,14087.72552,127650.0795,20.87246255,21.80105733,675.1987858,0.00E+00,18.57,,0.24997,0.105344,0.462531,41.1246,3.50496,34839.5,27840.9,790472.6674,669.081,18313.2,1072.41,2.89614,2568.88,1769.17,15736.7,40000,127632,0.0295073,0.0610323,68717.5,3445.77,131402,6.73E-06,184393,584393,4131.23,1208.16,2.4099,654.493,4220.94,1188.98,3.64779,633.222,184393,4213.06,1184.03,0.725077,625.335,4213.75,1180.29,1.98417,622.445
113562.354,3162.532252,116724.8863,32.16673134,23.57437186,544.6180254,4.55E+01,31.3,,4.80E-06,0.114755,10.1613,31.5457,3.0753,34569.7,28891.1,1389787.861,612.045,31967.1,2116.16,2.93147,106.575,1802.9,16024.8,40000,116752,0.0501469,9.86113,94953.4,2195.85,136695,1.00E-06,173513,573513,4442.25,2063.73,1.47001,1294.02,4605.78,2021.14,3.5347,1246.08,173513,4564.87,2015.55,0.331182,1237.94,4590.21,2005.87,2.11895,1228.7
113562.354,67873.8471,181436.2011,17.68805834,18.10146757,720.8113481,0.00E+00,11.07,,0.0218795,0.0865951,0.559557,53.8387,4.28661,39180.2,30403.6,794143.3463,951.038,18264,1211.63,3.03044,1371.21,1850.47,16430.2,40000,181418,0.0277921,0.0416266,75547.3,2651.87,106588,1.00E-06,238179,638179,3392.84,1136.7,2.93207,642.258,3469.61,1118.36,4.19979,621.541,238179,3463.84,1115.1,0.950109,614.846,3463.8,1111.69,2.28034,612.308
113562.354,66877.03242,180439.3864,35.75706723,22.757416,650.8715903,4.57E+01,22.5,,1.00E-06,0.114249,7.32842,51.3202,4.23178,47377.5,46575.8,1449841.505,946.028,33175.8,2380.22,3.08148,163.418,2301.78,20234.7,40000,180462,0.0483285,6.83201,93241,2216.06,121343,1.00E-06,237223,637223,4415.09,1985.33,1.98476,1282.38,4576.99,1944.87,3.91705,1236.34,237223,4546.13,1941.22,0.474515,1229.52,4569.98,1933.14,2.1361,1221.9
113562.354,34324.01259,147886.3666,30.40230097,32.28227593,548.1797598,3.94E+01,23.35,,1.33E-06,0.0948155,10.2807,41.406,3.63556,34406,27783.9,1270239.615,775.372,29154,1997.45,2.91025,1.19545,1767.32,15720.9,40000,147908,0.0423325,9.88482,94839.3,2211.46,111362,1.00E-06,204669,604669,3662.61,1740.98,1.86255,1108.36,3801.5,1705.12,3.75803,1067.96,204669,3772.37,1700.85,0.475365,1060.73,3792.62,1693.3,2.07713,1053.72
108876.548,0,108876.548,24.89240295,44.97696391,488.5895713,2.68E+01,24.89,,0.517381,0.122189,0.297847,28.0582,3.30822,35468.1,29613.3,1135124.624,570.803,26480.3,1357.58,2.99335,956.083,1825.76,16219.7,40000,108885,0.0355853,0.030233,90990.8,3877.62,146548,1.01E-05,165646,565646,4765.61,1466.44,1.73489,882.862,4902.14,1436.62,3.5834,850.787,165646,4890.3,1428.98,0.596634,840.516,4887.57,1423.41,2.56711,836.359
113562.354,13721.61964,127283.9736,14.89608929,33.43178204,671.2304841,0.00E+00,13.29,,0.315301,0.0855895,0.423265,41.158,3.58278,30462.3,20614.2,766854.65,667.175,17781.6,1024.8,2.89177,1219.13,1518.08,13579.1,40000,127269,0.0287054,0.0305491,80460.3,2642.82,108813,7.33E-06,184030,584030,3361.27,1174.79,2.48354,637.381,3431.53,1156.97,3.71874,617.609,184030,3425.32,1151.78,0.811372,609.465,3423.58,1148.22,2.21161,606.94
113562.354,41020.55196,154582.906,11.25285268,19.78245115,529.7212787,0.00E+00,8.27,,0.380024,0.0573249,0.433803,42.6639,3.95321,25648.7,14543.6,605477.9946,810.296,13997.6,851.187,2.85929,1066.87,1271.59,11437.3,40000,154570,0.018571,0.0323519,72931.9,2285.09,98780.9,9.14E-06,211331,611331,2253.33,759.952,3.07116,425.889,2297.9,748.648,3.92426,413.276,211331,2294.28,744.734,1.55289,406.713,2293,742.842,2.34825,405.429
113562.354,27814.39046,141376.7445,21.4720522,40.10444634,590.3030802,5.83E+00,17.25,,0.486491,0.100071,0.438511,41.6272,3.97548,36272.9,28688.4,866176.6478,741.069,20139.8,1102.38,2.99742,1628.89,1796.44,15969.6,40000,141365,0.0270447,0.0361136,77741.7,3536.6,133982,1.21E-05,198126,598126,3919.43,1109.7,2.53158,625.011,4010.34,1090.84,3.67466,604.444,198126,4004.68,1084.92,1.04337,595.827,4002.82,1081.79,2.23922,593.595
113562.354,25278.59348,138840.9475,36.47474457,18.23592162,540.9996741,5.99E+01,29.83,,1.00E-06,0.139409,3.82345,38.9299,3.51584,46418,47093.3,1621497.325,728.032,37221.4,2544.32,3.10336,611.313,2314.87,20343.8,40000,138878,0.0563526,3.44674,90969.8,2278.4,157204,1.00E-06,195639,595639,5388.18,2319.41,1.41266,1502.16,5588,2269.96,3.62426,1446.27,195639,5545.88,2264.75,0.32664,1438.43,5576.36,2254.1,2.2081,1428.09
113562.354,65679.9499,179242.3039,29.8934187,18.19008064,507.2546,4.22E+01,18.94,,1.00E-06,0.120265,0.530724,46.8876,4.03147,47844.6,50206.1,1297508.738,939.729,29836.3,1983.9,3.05043,1809.28,2392.18,20987.6,40000,179261,0.0399221,0.0756119,78150.3,3406.94,140748,1.00E-06,236022,636022,4654.47,1642.72,1.95681,1076.04,4824.69,1606.56,4.22293,1035.9,236022,4801.11,1603.6,0.557596,1029.49,4810.61,1596.88,2.35581,1023.58
113562.354,37115.68562,150678.0396,12.09414883,49.3276763,618.9544774,0.00E+00,9.12,,1.35859,0.0699816,0.474381,44.9142,5.40663,30190.1,18422.3,866116.7067,789.817,20145.4,1095.31,2.98463,0.120755,1433.75,12849,40000,150664,0.0237763,0.0476667,86853.4,2168.67,93667,2.99E-05,207425,607425,2761.98,973.522,3.19062,522.038,2807.5,959.926,3.50634,506.726,207425,2800.7,952.77,1.74468,497.672,2799.26,951.052,2.2071,496.293
