WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,MgCl2 Flow,NaOH Flow,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Struvite Pellet Collection,Sludge added per day,Total air flow,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor,Pellet Collection Flow,Struvite Biosolids
78534.72,0,78534.72,36.36,32.03,737.34,5.96,2.98,,0.266888,0.0709427,0.501974,39.3736,3.31965,18042.8,14743.7,47872.896,474934.5,449559,25375.5,2.36974,2781.59,1104.68,9973.52,40000,78432.6,0.0168929,0.118604,55655.5,3496.84,115719,9.67E-06,135194,535194,2780.75,693.771,2.77448,384.937,2841.09,682.012,3.6472,372.286,135194,2836.28,678.319,0.849557,365.823,2837.71,675.716,1.78096,363.958,100,177720
113562.35,33601.14,147163.5,11.95,33.5,696.48,2.83,1.42,,0.121543,0.0451358,0.313042,30.5169,3.24061,19900.9,41822.5,46687.44,692350.3,649013,43337.3,2.508,0.101564,1076.65,9726.55,40000,147057,0.0222252,0.040653,82082.8,1119.78,56488.4,1.88E-06,203818,603818,1766.68,910.776,4.16045,516.737,1811.64,895.916,4.4993,498.944,203818,1805.91,892.145,1.49766,491.961,1805.43,889.007,2.58833,489.468,100,281562
88896.36,0,88896.36,18.59,31.29,505.12,3.45,1.72,,0.963801,0.0358151,0.573285,28.2773,3.71162,11720.1,11513.6,33549.696,385458.7,365289,20169.7,2.15056,1707.5,768.293,6989.52,40000,88793.9,0.00941552,0.313572,56607.1,2660.42,88397.1,3.47E-05,145555,545555,1410.23,386.13,3.68485,223.949,1436.06,380.529,3.68105,217.362,145555,1433.23,377.403,2.02022,212.472,1432.6,376.621,2.15695,211.778,100,199344
113562.35,87601.76,201164.11,14.65,28.24,449.61,3.47,1.74,,8.18E-06,0.0343883,0.158654,18.7261,3.14272,16067.6,31137.4,36716.256,510328.4,473223,37105.4,2.65028,288.787,842.222,7649.22,40000,201061,0.0125717,0.0274048,76336.1,2356.35,84946.3,1.00E-06,257822,657822,1346.93,515.512,5.3854,293.436,1378.66,506.804,5.83416,283.155,257822,1376.37,504.42,3.68774,278.26,1375.53,502.866,4.31345,277.085,100,465120
111808.26,0,111808.26,11.9,45.42,618.6,2.78,1.39,,1.231,0.0407404,1.61086,33.7717,4.4918,16040.5,41693.5,40137.552,749822,712562,37260,2.34009,0.0189991,922.377,8361.99,40000,111703,0.0196905,1.2981,77415.9,1049.17,51603.7,2.21E-05,168464,568464,1604.23,807.958,4.20731,432.074,1636.07,796.442,3.7205,417.927,168464,1629.7,789.271,1.83301,408.708,1629.62,787.622,2.01612,407.072,100,253109
113562.35,80337.94,193900.29,31.98,29.49,568.12,7.58,3.79,,6.60E-06,0.0638469,0.290562,20.5368,3.04857,28188.6,18819.6,65486.4,594689.7,553847,40842.7,2.71964,3041.98,1525.47,13643,40000,193796,0.0158191,0.111828,58574.4,3790.94,135896,1.00E-06,250557,650557,2487,648.857,4.34188,375.498,2552.57,637.176,4.83643,362.013,250557,2551.69,634.731,2.16547,356.605,2553.88,632.763,2.77941,354.968,100,281322
112955.25,0,112955.25,31.16,43.73,746.71,7.35,3.67,,0.514367,0.108237,0.440105,40.2836,3.91068,33555.6,34683.9,72547.2,897367.7,850060,47307.7,2.91269,1342.51,1696.41,15114,40000,112849,0.0311181,0.0476246,83892.1,3486.81,129092,1.31E-05,169610,569610,4247.32,1276.45,2.84949,674.831,4339.11,1255.84,3.54748,651.695,169610,4330.48,1248.68,0.874141,641.982,4329.49,1244.72,2.08142,638.816,100,574778
95726.36,0,95726.36,35.06,33.58,702.52,7.01,3.5,,0.283239,0.0894951,0.473645,37.7264,3.34686,24492.4,19061.6,59256.96,625372.2,591387,33985.2,2.62066,2880.94,1375.74,12345.2,40000,95623.1,0.0223828,0.104592,62241.8,3711.31,132085,8.89E-06,152384,552384,3506.62,918.47,2.81455,494.326,3584.55,903.168,3.62377,477.342,152384,3577.58,898.558,0.825623,469.962,3579.8,895.314,1.84208,467.419,100,280246
113562.35,89224.7,202787.05,33.07,30.72,556.92,7.84,3.92,,5.51E-06,0.0629359,0.386372,19.6136,3.11003,28712.8,18192.4,66501.12,583023.4,541209,41814.4,2.73269,3182.05,1549.96,13854.4,40000,202683,0.0150826,0.218047,57022.1,3879.03,139005,1.00E-06,259444,659444,2449.12,618.686,4.45773,360.179,2513.17,607.511,4.93803,347.284,259444,2513.14,605.183,2.33984,342.058,2517.44,603.304,2.86569,340.428,100,275223
105458.64,0,105458.64,34.63,47.85,666.62,7.63,3.81,,0.789914,0.100772,0.468718,35.957,3.98296,30339.3,43141,66854.88,788846.1,749782,39064.1,2.9022,1140.93,1558.5,13928.1,40000,105354,0.0245175,0.115463,84683.7,3853.99,138859,2.43E-05,162115,562115,3954.97,1006.64,3.00948,528.057,4035.96,990.485,3.43513,510.165,162115,4030.96,983.323,1.15034,500.8,4030.87,980.701,1.85756,498.685,100,705235
113562.35,92405.35,205967.7,25.48,25.06,490.05,6.04,3.02,,6.53E-06,0.0470773,0.19256,18.6616,3.18139,21294.1,25521.3,49928.64,534108.3,495820,38288.3,2.65993,2077.24,1153.38,10401.8,40000,205865,0.013096,0.0492376,63444.7,3458.89,118059,1.00E-06,262626,662626,1836.68,537.178,5.03132,309.4,1884.5,527.675,5.42697,298.269,262626,1883.25,525.378,3.14889,293.355,1883.09,523.84,3.6796,292.094,100,348210
113562.35,570.11,114132.46,27.51,24.73,553.21,6.52,3.26,,0.472927,0.0690666,0.369269,30.4463,3.2611,21444.2,17338.4,54037.92,599986.5,568839,31147.5,2.50787,2846.63,1251.07,11257.9,40000,114030,0.0175188,0.0802493,59422.6,3582.58,125170,1.39E-05,170791,570791,2704.84,719.137,3.46493,397.943,2766.34,707.359,3.80287,384.396,170791,2763.15,702.765,1.42671,377.251,2762.67,700.754,2.0784,375.697,100,235134
113562.35,56145.13,169707.49,24.18,46.69,701.25,5.73,2.87,,0.32823,0.0689394,0.270454,27.3525,3.74386,30478.3,56942.2,64727.04,820310.4,771052,49258.4,2.9129,1.1917,1507.17,13484.8,40000,169601,0.023383,0.0257832,92466.7,2693.62,105903,6.38E-06,226362,626362,2701.11,959.307,3.9878,534.741,2764.53,943.309,4.28466,516.351,226362,2759.36,938.157,1.68513,508.464,2757.58,935.319,2.76369,506.381,100,678057
113562.35,78780.28,192342.64,29.44,19.04,497.5,6.98,3.49,,0.000122717,0.0536633,0.308948,19.0215,3.10186,23454.6,19302.9,56251.68,530366.6,492903,37463.6,2.63464,2953.13,1303.86,11719.1,40000,192240,0.0128719,0.151492,56407.7,3811.92,131966,1.00E-06,249001,649001,2089.72,528.196,4.63792,305.94,2143.35,518.818,4.97626,295.036,249001,2144.32,516.346,2.72055,290.007,2146.53,514.875,3.09415,288.679,100,273532
113562.35,89675.66,203238.01,19.51,42.93,474.89,4.63,2.31,,0.0438547,0.0384549,0.17138,19.2181,4.15425,19277.3,74482.3,43479.504,575939.7,535210,40729.7,2.72049,0.0985037,1000.96,9058.23,40000,203135,0.012354,0.0330589,81420.7,2665.65,94804,1.00E-06,259896,659896,1507.54,507.434,5.49271,286.792,1541.64,498.857,5.52806,276.828,259896,1538.93,495.402,3.92326,271.569,1538.19,494.159,4.25295,270.484,100,608115
113562.35,10755.09,124317.44,18.58,33.8,677.76,4.41,2.2,,0.247278,0.0613129,0.342655,34.4399,3.33728,22429.6,34345.9,52056.48,699258.6,659407,39851.6,2.62612,487.091,1203.91,10845.1,40000,124212,0.0236302,0.0248819,83318.6,2198.72,87420.8,4.85E-06,180973,580973,2403.32,968.832,3.46378,536.946,2459.85,953.127,4.07398,518.743,180973,2454.31,948.603,1.12571,511.146,2452.52,945.21,2.4725,508.708,100,424596
113562.35,35750.09,149312.44,22.72,46.44,490.67,5.39,2.69,,1.20434,0.047816,0.371747,22.3738,4.83707,20682,79454.7,48233.28,629863.4,592993,36870.4,2.68795,0.0973113,1113.21,10048.6,40000,149209,0.0130329,0.176522,85368.4,3006.93,108267,3.10E-05,205970,605970,1878.4,534.682,4.80369,292.311,1916.2,526.647,4.25033,282.473,205970,1913.19,522.165,2.64507,276.233,1912.64,521.314,2.6494,275.281,100,715888
113562.35,32642.3,146204.66,36.95,46.34,522.52,8.76,4.38,,0.925344,0.0702793,4.5929,23.3864,4.13288,27296.4,51518.6,60945.12,689224.4,650460,38764.4,2.88261,700.065,1416.22,12696.9,40000,146104,0.0160164,4.37557,86762,3914.96,140135,2.76E-05,202865,602865,2749.66,657.861,4.07701,356.113,2807.91,647.183,3.86264,343.746,202865,2809.51,641.921,2.06946,336.581,2811.17,640.655,2.20115,335.327,100,816923
83766.1,0,83766.1,34.13,38.53,737.74,5.97,2.98,,0.358309,0.0763781,0.46353,39.4934,3.49881,20893.8,32582.8,51063.84,553476.5,524378,29098.5,2.58212,1515.07,1180.33,10638.3,40000,83663.3,0.019688,0.0797586,72904.4,3372.95,117459,1.17E-05,140424,540424,2996.78,808.227,2.79634,437.572,3060.49,794.928,3.6071,423.101,140424,3054.94,790.347,0.867809,415.847,3055.12,787.52,1.84928,413.777,100,458203
95518.53,0,95518.53,34.58,27.76,732.64,6.9,3.45,,0.224184,0.0912821,0.4809,39.2493,3.36466,24888.2,17196.4,59971.68,641601.2,605972,35629.2,2.6202,2921.26,1392.87,12494.1,40000,95414.9,0.0239053,0.0969474,62021.4,3608.85,129434,6.71E-06,152176,552176,3576.59,980.661,2.74929,526.914,3657.16,964.313,3.63434,508.709,152176,3648.51,959.813,0.742596,501.367,3651.28,956.211,1.8524,498.499,100,248398
113562.35,64465.87,178028.22,17.52,37.78,684.74,4.15,2.08,,0.0155493,0.0514036,0.247496,26.1116,3.36494,24614.2,52285.2,54603.36,701091.4,655666,45425.4,2.72212,0.246693,1264.54,11375.7,40000,177922,0.0210199,0.023229,86409.7,1892.46,80672.4,1.00E-06,234683,634683,2011.33,861.434,4.37308,493.889,2061.66,846.937,4.88408,476.93,234683,2057.58,843.683,1.82079,470.395,2056.14,840.798,3.04018,468.35,100,476275
113562.35,54962.82,168525.18,22.07,18.39,700.79,5.23,2.62,,5.65E-06,0.0454052,5.47359,27.0344,3.10649,21415.2,45244.7,49475.04,679707.9,631849,47858.9,2.57104,0.250722,1142.63,10307.3,40000,168422,0.0217722,5.23349,84275.4,1367.87,64176.9,1.00E-06,225183,625183,1771.13,891.611,4.33948,512.056,1817.66,876.952,4.64842,494.331,225183,1809.16,874.006,1.63059,488.119,1816.21,870.89,2.43036,485.327,100,340410
113562.35,59531.04,173093.4,35.34,34.95,610.62,8.38,4.19,,0.0881642,0.0801563,0.415579,23.304,3.08907,32099.6,22393.8,72642.72,681498.9,637244,44254.9,2.81103,2934.03,1698.73,15133.9,40000,172989,0.0192608,0.199365,63428.4,3999.35,143988,2.38E-06,229750,629750,3125.78,790.309,3.85202,446.512,3203.7,776.26,4.33855,430.422,229750,3201.33,772.906,1.63159,424.144,3206.25,770.431,2.32641,422.043,100,366010
113562.35,62088.83,175651.18,35.83,45.14,690.65,8.5,4.25,,0.265349,0.0912225,0.306933,25.6838,3.58714,37803.3,33569.6,80467.2,838346,787518,50828,2.97364,1761.09,1889.71,16764,40000,175545,0.0235161,0.0666083,78034.5,3844.73,139837,6.60E-06,232306,632306,3565.3,965.214,3.76984,537.54,3652.17,948.265,4.14219,518.303,232306,3648.42,943.41,1.54261,510.737,3648.9,940.645,2.38218,508.469,100,578662
88099.83,0,88099.83,38.43,31.33,703.58,7.07,3.53,,0.268276,0.0863509,0.588995,37.644,3.27699,22275.6,14567.8,56059.68,555079.9,524656,30423.9,2.52955,3346.42,1299.28,11679.1,40000,87997.4,0.0197782,0.219082,55537.3,3864.41,134273,9.48E-06,144758,544758,3381.45,811.981,2.77424,439.683,3455.32,798.277,3.60875,424.681,144758,3449.14,794.131,0.826921,417.78,3454.03,791.129,1.7481,415.449,100,202262
113562.35,10388.82,123951.17,27.44,37.05,495.66,6.51,3.25,,0.836652,0.059804,0.745501,25.7888,3.73585,20975.1,38511.5,51222.24,575938.7,545241,30697.7,2.61049,1371.11,1184.09,10671.3,40000,123849,0.0138472,0.505999,74250.4,3653.82,125471,2.63E-05,180610,580610,2341.79,568.559,4.04164,313.936,2392.32,559.509,3.87277,303.197,180610,2391.75,555.032,2.02631,296.7,2392.16,553.887,2.19602,295.61,100,557984
113562.35,60119.17,173681.52,36.08,23.44,591.46,8.56,4.28,,0.0205998,0.0780068,0.654061,22.599,2.92806,30807,16618.3,71332.8,640097.1,596760,43337.1,2.75156,3511.76,1666.92,14861,40000,173578,0.0182271,0.444884,56735.3,4083.47,146387,1.00E-06,230339,630339,3038.63,747.823,3.8617,425.13,3114.49,734.466,4.42626,409.817,230339,3112.13,731.574,1.65028,403.899,3120.27,729.083,2.31987,401.761,100,263110
79082.24,0,79082.24,13.01,46.53,577.14,2.15,1.07,,2.37661,0.0178031,7.77631,32.0114,5.55134,9250.25,25999.6,27344.928,434864.8,412162,22702.8,1.94236,0.00897245,624.15,5696.86,40000,78979.2,0.0090309,7.48628,62490.9,606.383,34013.9,7.98E-05,135740,535740,712.644,368.657,5.06676,194.896,717.649,365.28,3.87129,189.512,135740,712.815,361.827,2.31079,184.445,712.123,361.236,2.25217,183.729,100,141617
113562.35,72928.75,186491.1,18.72,25.75,661.49,4.44,2.22,,4.26E-06,0.0494987,0.236831,24.4828,3.14669,23994.2,32269.2,54383.52,640568.5,597603,42965.5,2.67289,602.611,1259.3,11329.9,40000,186385,0.0191592,0.0291466,79296.5,2146.23,86085.7,1.00E-06,243146,643146,1932.95,784.93,4.60031,457.231,1984.32,771.423,5.13296,441.266,243146,1980.82,769.033,1.99344,435.458,1979.95,766.366,3.09245,433.509,100,393446
113562.35,72533.4,186095.76,28.36,34.16,687.23,6.73,3.36,,4.46E-06,0.0704751,0.272446,24.6624,3.1529,31178.9,26319.2,68899.68,710581.6,664262,46319.6,2.81585,1816.84,1607.95,14354.1,40000,185990,0.0216361,0.0511553,73423.1,3183.26,119557,1.00E-06,242751,642751,2750.75,886.582,4.06629,507.691,2823.19,871.084,4.68619,489.686,242751,2818.56,868.291,1.58111,483.552,2819,865.445,2.62486,481.34,100,401662
77666.22,0,77666.22,25.44,38.93,553.12,4.13,2.06,,1.00531,0.0398996,1.3974,30.5017,3.82478,12902.9,48142.5,34973.184,356761.9,338320,18441.9,2.3207,0.448854,801.496,7286.08,40000,77564.4,0.00865417,1.11206,77062.5,2968.27,94562,4.52E-05,134325,534325,1570.61,355.242,3.50431,208.067,1599.14,349.924,3.51368,201.991,134325,1596.73,346.926,1.88319,197.326,1595.98,346.167,2.03232,196.687,100,614943
113562.35,7755.28,121317.64,13.4,34.9,664.46,3.18,1.59,,0.33726,0.0486985,0.333305,34.9352,3.44597,18860.1,48079,45211.584,684207.5,646103,38104.5,2.483,0.124547,1041.79,9419.08,40000,121212,0.0223647,0.017417,83055.8,1422.53,63660,5.96E-06,177973,577973,1912.35,917.213,3.65761,511.107,1955.64,902.671,4.19384,494.162,177973,1950.24,897.829,1.29378,486.259,1947.94,894.589,2.72607,484.117,100,340392
104252.42,0,104252.42,29.81,29.78,482.96,6.49,3.24,,1.01129,0.04812,3.99074,27.2311,3.83605,14676.1,10722.6,42170.16,456180,432376,23804,2.19117,2777.9,970.137,8785.45,40000,104152,0.0102652,3.73854,51033,3619.11,110637,3.78E-05,160913,560913,1886.54,421.322,4.10295,241.622,1925.79,414.869,3.80772,233.719,160913,1925.07,411.404,2.12288,228.425,1924.8,410.608,2.20053,227.636,100,143905
113562.35,60507.66,174070.02,20.27,15.97,725.81,4.81,2.4,,3.79E-06,0.0477566,4.04563,27.1198,3.139,22805.1,44653.1,51733.44,704046.8,654115,49931.8,2.61804,0.248204,1196.23,10777.8,40000,173965,0.0227736,3.80474,85217.4,1363.3,65246.9,1.00E-06,230726,630726,1862.78,932.478,4.35868,535.719,1911.89,917.087,4.68434,517.09,230726,1902.77,914.215,1.60136,510.884,1910.27,910.942,2.44462,507.952,100,347440
98342.39,0,98342.39,34.84,45.12,579.71,7.15,3.58,,0.901161,0.0769886,1.98475,31.5409,3.86099,23390.4,51774.4,54446.88,610882.3,580560,30322.3,2.76736,664.58,1260.81,11343.1,40000,98240.5,0.0169723,1.67862,85501.6,3830.2,134282,3.18E-05,155002,555002,3019.42,697.238,3.31191,370.92,3079.4,686.12,3.47285,358.483,155002,3078.14,680.523,1.46364,350.884,3079.54,678.894,1.81544,349.516,100,778210
113562.35,1236.01,114798.36,26.46,48.71,539.71,6.27,3.14,,1.43738,0.0704695,0.539889,29.4357,4.61301,24281.8,75122,54847.2,724531.4,688405,36126.4,2.8181,0.383507,1270.35,11426.5,40000,114695,0.0181659,0.259512,92112.4,3388.34,123824,4.13E-05,171456,571456,2771.07,745.759,3.75968,391.728,2824.57,734.466,3.51452,378.652,171456,2819.63,728.008,1.77121,370.415,2818.78,726.635,1.94617,369.117,100,833877
112166.13,0,112166.13,17.18,30.27,685.32,4.02,2.01,,0.255773,0.0598265,0.374238,37.6924,3.40469,20690.7,30041.2,49262.88,683774.1,645551,38223.1,2.5429,574.901,1137.6,10263.1,40000,112061,0.0241264,0.0239211,80983.4,2016.45,80827.7,5.03E-06,168822,568822,2346.33,989.203,3.29587,545.608,2400.85,973.333,3.99493,527.279,168822,2394.97,968.656,0.995985,519.519,2393.06,965.055,2.43082,516.951,100,352803
80519.18,0,80519.18,11.22,16.17,491.57,1.89,0.94,,0.982286,0.0238296,0.393247,27.6984,3.65378,9037.58,12006.8,25842.24,337203.5,319117,18086.5,2.10035,546.325,589.383,5383.8,40000,80416.1,0.0086316,0.143748,62980.2,1612.01,63623,3.21E-05,137177,537177,943.638,353.539,3.50448,204.966,956.763,348.814,3.71109,199.594,137177,953.806,345.994,2.07586,195.051,953.183,345.264,2.22792,194.436,100,253118
105643.71,0,105643.71,20.38,36.04,623.41,4.5,2.25,,0.467405,0.055468,0.35545,34.3314,3.46097,18916.3,41957.8,46174.176,603270.2,571684,31586.2,2.52211,292.971,1064.52,9619.62,40000,105540,0.0189025,0.034967,82024.1,2478.8,89850.4,1.11E-05,162301,562301,2177.84,775.751,3.41865,430.289,2225.3,763.391,3.88876,416.186,162301,2220.28,758.513,1.31565,408.617,2218.72,756.099,2.24662,406.918,100,494706
109240.05,0,109240.05,29.11,48.91,688.95,6.64,3.32,,0.800057,0.0927761,0.414056,37.3204,4.09869,29624.1,51884.6,64185.6,835327.3,793705,41622.3,2.91492,310.91,1494.13,13372,40000,109135,0.0264247,0.0531758,92656.6,3334.54,123797,2.10E-05,165896,565896,3645.65,1084.53,3.0657,570.937,3720,1067.47,3.49777,551.892,165896,3712.71,1059.86,1.16426,542.02,3711.05,1056.99,2.0324,539.779,100,757352
113562.35,10191.08,123753.43,23.53,44.82,528.81,5.58,2.79,,1.13501,0.0585153,0.386149,27.3336,4.25745,21794.3,74622.3,50534.88,663811.2,629216,34595.2,2.71802,0.233387,1167.77,10528.1,40000,123650,0.0163055,0.132896,88783,3075.79,112355,3.02E-05,180411,580411,2299.93,669.274,4.01467,360.726,2346.05,659.054,3.784,348.692,180411,2341.45,653.495,1.98938,341.21,2340.61,652.22,2.1845,340.014,100,742898
113562.35,31590.84,145153.2,23.54,42.75,667.59,5.58,2.79,,0.40529,0.0689467,0.300564,29.6671,3.58291,27458.9,51438.4,59981.28,767820.7,724060,43760.7,2.84324,93.8267,1393.09,12496.1,40000,145048,0.0229033,0.0288552,91166.1,2760.35,106468,8.50E-06,201809,601809,2703.06,939.632,3.70823,518.34,2764.98,924.252,4.06336,500.662,201809,2759.61,918.938,1.47995,492.63,2757.87,916.133,2.52236,490.559,100,663791
113562.35,3302.15,116864.5,28.42,47.68,510.32,6.74,3.37,,1.5129,0.0689022,1.25993,27.5463,4.67181,24005.5,71891.8,54487.68,685794.9,650847,34947.9,2.82535,1.30947,1261.79,11351.6,40000,116762,0.0163134,0.998094,92413.8,3612.89,129680,4.71E-05,173523,573523,2706.55,669.7,3.90882,352.403,2759.17,659.559,3.54835,340.538,173523,2756.55,653.715,1.85728,332.963,2756.09,652.537,1.95581,331.796,100,882883
113562.35,39779.13,153341.49,26.71,46.12,741.33,6.33,3.17,,0.371163,0.0824879,0.316388,30.9947,3.71539,33001,46151.9,69583.2,872901,822483,50418,2.94928,314.011,1624.5,14496.5,40000,153235,0.0268337,0.0291517,91974.3,2948.02,113597,7.70E-06,209996,609996,3232.42,1100.7,3.57462,604.627,3307.49,1082.43,4.0085,583.746,209996,3301.32,1076.69,1.30933,575.238,3299.52,1073.35,2.51195,572.717,100,669954
113562.35,4048.97,117611.32,17.96,20.47,555.55,4.26,2.13,,0.473947,0.046862,0.313337,30.2139,3.31021,16933.6,21602.3,43801.728,569224.5,538978,30246.5,2.35993,1194.14,1008.55,9125.36,40000,117508,0.016012,0.0375906,68882.1,2431.29,85934.2,1.09E-05,174269,574269,1838.01,657.247,3.83207,373.119,1879.96,646.678,4.09111,360.725,174269,1875.76,642.369,1.7068,353.799,1874.48,640.479,2.41558,352.433,100,274389
113562.35,33972.3,147534.65,13.36,18.03,636.21,3.17,1.58,,0.125681,0.0393452,1.37758,27.8437,3.10281,17861,40382.3,43240.272,622716.5,581622,41094.5,2.43661,0.196644,995.322,9008.39,40000,147429,0.0189145,1.12919,79602.3,1226.58,56846,2.03E-06,204190,604190,1535.6,775.271,4.33983,444.608,1575.41,762.682,4.47794,429.336,204190,1569.07,759.199,1.7504,422.874,1573.81,756.581,2.38705,420.512,100,289559
92979.5,0,92979.5,35.69,33.2,524.37,6.93,3.46,,0.906154,0.0497529,6.63235,29.0954,3.69373,14415.7,19995.5,41453.184,425965.8,404134,21831.8,2.20004,2124.62,953.278,8636.08,40000,92880.1,0.0102157,6.35888,57069,3653.53,109347,3.71E-05,149641,549641,1951.39,419.563,3.71042,241.941,1991.1,412.95,3.64416,234.209,149641,1990.34,409.51,1.89468,228.927,1990.12,408.628,2.05326,228.15,100,275508
113562.35,25022.67,138585.03,13.26,38.46,562.01,3.14,1.57,,0.619947,0.0371515,0.261968,27.1363,3.68351,16543.6,51839.9,40958.208,619465.5,584889,34576.5,2.40895,0.0498605,941.647,8532.96,40000,138480,0.0157174,0.0274176,77837.4,1568.87,64488.3,1.16E-05,195241,595241,1461.75,645.003,4.51278,364.057,1491.97,635.045,4.48027,352.074,195241,1487.35,630.33,2.34361,344.948,1486.06,628.698,2.92933,343.732,100,359167
113562.35,93672.46,207234.81,20.05,25.59,531.8,4.76,2.38,,4.76E-06,0.0415523,0.182852,20.156,3.24043,20040.7,33288.4,46252.032,555166.9,515327,39839.9,2.64457,886.594,1066.36,9635.84,40000,207131,0.0142998,0.0312201,73162.2,2651.92,93981.9,1.00E-06,263892,663892,1622.6,586.295,5.37286,340.647,1665.1,576.012,5.80109,328.467,263892,1662.83,573.84,3.24039,323.388,1662.09,571.994,3.98875,321.999,100,405997
113562.35,29488.79,143051.15,20.99,30.86,547.7,4.98,2.49,,0.29582,0.0472459,0.262792,25.5582,3.13824,18652.6,23600.8,47057.28,558805.6,526034,32771.6,2.43865,1575.38,1085.39,9803.6,40000,142948,0.014808,0.0373502,66098.3,2782.4,96543.8,6.73E-06,199709,599709,1848.59,607.75,4.28092,349.465,1894,597.606,4.45083,337.437,199709,1890.86,594.074,2.08195,331.255,1889.84,592.322,2.72199,329.93,100,278979
110522.28,0,110522.28,14.19,16.74,707.05,3.27,1.64,,0.233561,0.0545566,0.379537,38.9369,3.44857,19570.3,34978.7,46503.552,682620.8,644056,38564.8,2.51403,35.1699,1072.3,9688.24,40000,110416,0.024608,0.0202632,84663.8,1530.12,66968.2,4.26E-06,167177,567177,2140.55,1008.87,3.31673,557.456,2190.33,992.741,4.0657,538.806,167177,2184.39,988.137,0.968338,531.038,2182.26,984.321,2.54347,528.373,100,356347
113562.35,4633.23,118195.59,13.23,17.42,474.15,3.14,1.57,,0.890665,0.0235728,5.62442,26.0956,3.78571,11394.9,24195.7,31498.752,488144.3,461252,26892.3,2.11966,0.167243,720.542,6562.24,40000,118093,0.0117949,5.39443,70464.6,1014.02,46576.6,1.93E-05,174854,574854,926.11,483.109,4.36495,277.008,946.089,476.506,4.02084,268.565,174854,943.063,472.686,2.29222,262.781,942.911,471.795,2.36617,261.853,100,222496
81495,0,81495,28.86,39.93,552.68,4.91,2.46,,1.01032,0.0445784,2.5676,30.4558,3.85653,14102.6,53790.9,37804.848,383975.6,364292,19683.6,2.36006,0.673961,867.694,7876.01,40000,81393.4,0.00925822,2.28129,78798.8,3218.22,100008,4.49E-05,138154,538154,1752.76,380.173,3.5762,220.405,1785.82,374.357,3.53535,213.717,138154,1783.81,371.132,1.86627,208.786,1783.14,370.329,2.01474,208.096,100,657065
76395.43,0,76395.43,13.66,35.83,699.09,2.18,1.09,,0.443055,0.033307,0.386738,37.9208,3.41718,12337.7,32420.8,33330.768,415691.1,394398,21293.1,2.2033,0.0972397,763.191,6943.91,40000,76291.1,0.0141671,0.0330432,72140.7,1294.75,56090.4,1.25E-05,133052,533052,1313.27,581.328,2.86758,335.542,1337.69,572.339,3.87711,326.121,133052,1333.72,568.642,1.169,319.662,1332.28,566.682,2.11197,318.559,100,300324
113562.35,86389.25,199951.6,35.44,35.59,691.02,8.4,4.2,,3.62E-06,0.0823226,0.308855,23.2014,3.21929,36818.6,23160.7,80211.84,746078.3,696534,49544.3,2.89029,2581.59,1883.45,16710.8,40000,199845,0.0218999,0.0975079,67779.4,3774.73,137827,1.00E-06,256606,656606,3210.52,897.742,4.03267,514.868,3295.28,881.581,4.674,496.265,256606,3290.1,878.811,1.61175,490.202,3292.91,875.997,2.54183,487.914,100,387361
113562.35,18487.94,132050.3,11.77,18.02,667.42,2.79,1.4,,0.186234,0.043816,0.402834,31.8627,3.21514,18289.2,39885.8,44075.904,659435.8,618965,40470.8,2.44545,0.181261,1015.01,9182.48,40000,131944,0.0214053,0.112036,81177.7,1165.75,56220.8,3.06E-06,188705,588705,1714.34,877.363,3.95318,495.392,1758.1,863.262,4.21414,478.479,188705,1751.13,859.192,1.39282,471.389,1752.64,856.211,2.24528,468.842,100,281384
113562.35,19378.03,132940.38,24.27,47.84,659.63,5.75,2.88,,0.714296,0.0739834,0.329643,31.4659,3.94899,27713.7,63272.5,60312,818695.4,775261,43434.4,2.86551,0.511718,1401.03,12565,40000,132835,0.0237813,0.0362476,92913.5,2851.27,109942,1.58E-05,189596,589596,2906.03,976.005,3.56058,526.747,2967.58,960.517,3.79332,509.09,189596,2961.11,953.79,1.50135,499.989,2959.34,951.251,2.33476,498.046,100,712588
