WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,WW Ortho-P,Acetate Flow,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total air,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor
80142.13505,0,80142.1,29.4835154,41.24497339,600.8186023,2.36E+01,0.00E+00,,0.761863,0.0807144,8.23558,32.3833,3.48603,22459.9,13019.94622,515831.5101,420.062,12039.9,610.39,2.79631,1501.4,1202.2,10830.1,40000,80130.1,0.017321,7.91823,76850.4,3628.15,141621,3.27E-05,136891,536891,3172.85,710.205,2.40091,373.137,3228.39,699.636,3.27779,362.197,136891,3226.77,694.623,1.08477,355.089,3228.58,692.838,1.66007,353.844
113562.354,21656.16165,135218.5,29.91469654,29.42646642,510.7462489,2.39E+01,0.00E+00,,0.452954,0.0884351,7.55928,36.0374,3.52022,29990.7,22891.66445,637993.0249,708.766,14770.2,875.988,2.80054,3604.33,1601.23,14296.3,40000,135202,0.0193815,7.20655,55602.6,4048.51,150174,1.55E-05,191963,591963,3460.73,794.477,2.77427,435.611,3530.59,781.828,3.60738,421.726,191963,3530.71,777.387,1.24779,414.758,3537.4,775.262,1.82698,413.044
113562.354,67864.86915,181427.2,33.21377357,20.70273408,455.542004,2.66E+01,0.00E+00,,0.305081,0.0691627,9.19859,45.4671,4.34589,30578.8,21816.5625,574706.8019,951.006,13182.1,912.052,2.87471,3226.6,1562.5,13962.6,40000,181412,0.0147376,8.76222,52802,3777.97,139954,9.98E-06,238173,638173,2703.65,603.935,3.33161,341.636,2758.61,594.198,3.95665,330.793,238173,2761.66,590.897,1.93794,325.199,2766.51,589.504,2.24598,323.958
86844.54471,0,86844.5,21.05174309,36.10253938,697.6575196,1.68E+01,0.00E+00,,0.401641,0.0932043,0.450255,37.4302,3.34492,25791,16578.22483,610214.8912,455.19,14196.9,768.055,2.79634,2154.42,1358.96,12199.2,40000,86831,0.0242015,0.084038,70732.9,3338.94,131579,1.35E-05,143592,543592,3663.33,991.402,2.15024,521.551,3734.25,976.312,3.46039,505.619,143592,3727.84,971.174,0.688571,497.828,3728.17,968.06,1.79935,495.596
113562.354,64635.75097,178198.1,27.34704239,33.97843071,582.5217963,2.19E+01,0.00E+00,,0.216866,0.0991492,1.20132,48.5964,4.22815,41142.1,36632.7928,736710.3923,934.053,16912.5,1154.64,2.99672,3190.93,2035.37,17998.1,40000,178178,0.0216879,0.724719,57797.9,3992.32,145251,6.73E-06,234939,634939,3875.46,889.052,3.00444,499.555,3958.88,873.988,3.93098,482.874,234939,3956.9,870.135,1.30165,476.179,3965.97,867.517,2.00559,473.985
113562.354,9123.643444,122686,23.76629647,33.18652068,627.0837789,1.90E+01,0.00E+00,,0.354311,0.112295,0.48469,37.2224,3.39364,35163.2,29402.27493,771138.6039,643.056,17896.8,1014.66,2.88378,3165.34,1819.11,16163,40000,122668,0.0273338,0.116846,63255,3925.82,145586,1.10E-05,179429,579429,4402.63,1119.96,2.414,602.986,4495.86,1102,3.54891,583.263,179429,4489.15,1096.69,0.809153,575.194,4491.79,1093.35,1.84971,572.572
113562.354,57165.36249,170727.7,29.72262879,20.686593,608.950797,2.38E+01,0.00E+00,,0.147632,0.107677,1.60363,48.0878,4.00209,42301.2,39638.60127,752288.9623,894.887,17254.9,1194.29,2.97311,3585.02,2119.19,18704.6,40000,170707,0.0235293,1.12898,55193.3,4126.65,149149,4.63E-06,227468,627468,4208.81,964.473,2.85311,540.851,4300.93,947.921,3.91131,522.478,227468,4294.8,944.295,1.08213,515.828,4307.09,941.172,1.92584,513.218
102570.2402,0,102570.2,14.80354717,47.05566675,457.6883846,1.18E+01,0.00E+00,,3.02777,0.0573208,2.07211,25.2347,5.99183,20585.5,10407.618,621605.7801,537.643,14483.4,760.906,2.81839,0.1,1073.29,9696.93,40000,102560,0.0142081,1.83248,88599.5,2934.48,121567,0.000110527,159321,559321,2266.6,580.782,3.45297,296.273,2299.27,573.951,2.99691,288.091,159321,2294.2,569.166,1.62645,281.994,2292.83,568.325,1.66928,281.16
113562.354,11971.09894,125533.5,16.46181525,19.97753396,717.7776453,1.32E+01,0.00E+00,,0.226366,0.0953979,0.450356,42.6323,3.5645,32724.1,23699.48099,810171.2707,657.993,18755.8,1112.9,2.90163,1530.01,1629.76,14541.7,40000,125517,0.0318584,0.0401073,78847.1,2763.53,111902,5.22E-06,182278,582278,3743.78,1303.62,2.36978,705.141,3824.4,1283.53,3.70622,682.749,182278,3816.4,1278.47,0.661764,674.662,3815.91,1274.34,2.12518,671.526
84426.56304,0,84426.6,23.80079641,39.3250985,454.7435952,1.90E+01,0.00E+00,,1.82816,0.0446849,10.7739,25.274,4.5256,15955.4,7130.527939,416023.3369,442.539,9679.91,522.677,2.66536,0.37,886.51,8043.37,40000,84417.7,0.00994877,10.5372,86237.3,2920.81,123136,8.66E-05,141179,541179,1765.2,406.892,3.30912,218.143,1792.18,401.905,3.11963,212.262,141179,1788.54,398.621,1.74346,207.612,1787.4,397.951,1.80786,206.984
113562.354,31654.45687,145216.8,11.84604702,42.7712338,706.8845195,9.48E+00,0.00E+00,,0.613376,0.0768211,0.46939,47.5404,4.42254,31686.8,20177.82122,869328.6527,761.185,20188.9,1130.58,2.97849,0.24,1501.65,13437.1,40000,145202,0.0290333,0.0209156,89644.6,1946.63,87496.9,1.24E-05,201963,601963,3025.92,1188.4,2.79789,645.253,3082.07,1171.11,3.75276,625.969,201963,3075.28,1164.46,1.19262,616.637,3072.84,1161.33,2.51428,614.568
81107.82654,0,81107.8,23.3946379,29.87807915,750.5807404,1.87E+01,0.00E+00,,0.248083,0.0988006,0.52156,39.9869,3.29611,25594.7,16969.61192,585394.7897,425.116,13575.2,781.065,2.74292,2926.93,1375.16,12340.1,40000,81094.1,0.0249497,0.127428,62485.7,3445.92,134879,8.66E-06,137855,537855,3880.85,1022.11,2.01277,537.773,3957.84,1006.14,3.48058,520.962,137855,3948.31,1001.66,0.539855,513.717,3952.02,997.99,1.73437,510.96
77298.85378,0,77298.9,35.77211907,43.39292731,479.6669471,2.86E+01,0.00E+00,,2.28758,0.0400064,23.3194,26.4477,5.06102,14128.8,6175.210882,410669.1694,405.177,9558.86,512.421,2.53128,0.07,824.409,7490.47,40000,77290.6,0.00914421,23.0712,83961.8,2863.05,116719,0.000114362,134052,534052,1584.78,373.649,3.56417,197.206,1606.23,369.57,3.06207,192.027,134052,1601.56,366.379,1.73872,187.549,1600.26,365.768,1.75675,186.935
113562.354,7652.612127,121215,28.74061035,35.44148235,613.7693125,2.30E+01,0.00E+00,,0.444784,0.12143,2.51043,35.9411,3.44532,37005.1,32680.17158,792307.5991,635.339,18356.3,1074.31,2.90447,3387.75,1919.98,17021.1,40000,121196,0.0269678,2.15055,61827.3,4260.78,154598,1.51E-05,177957,577957,4756.09,1105.77,2.42158,592.194,4851.86,1087.91,3.48123,572.695,177957,4845.12,1082.14,0.861203,564.305,4857.21,1078.71,1.73013,561.48
113562.354,25948.3426,139510.7,14.50077097,31.56314518,710.4316134,1.16E+01,0.00E+00,,0.193153,0.0850874,0.471094,46.0455,3.76992,32411.1,22363.56149,788935.4024,731.267,18238.3,1109.61,2.92842,1039.36,1582.32,14133.4,40000,139495,0.0299951,0.0311788,81446.3,2423.04,101735,4.15E-06,196256,596256,3339.31,1227.07,2.54507,672.868,3411.21,1208.18,3.84616,651.706,196256,3404.74,1203.64,0.760629,644.006,3403.5,1199.8,2.24732,641.223
113562.354,37390.69015,150953,16.17548334,31.348194,476.6530209,1.29E+01,0.00E+00,,0.525768,0.0669589,0.476251,39.5154,3.99,27123.4,17393.04994,586743.5868,791.261,13586.7,802.643,2.83941,2566.93,1392.48,12490.7,40000,150939,0.0163518,0.0990582,60563.2,3287.62,129483,1.62E-05,207700,607700,2626.22,669.71,3.11344,372.261,2679.91,659.45,3.71879,360.806,207700,2678.65,655.479,1.69877,354.567,2678.35,654.074,2.13902,353.461
113562.354,92853.33984,206415.7,15.18237701,34.80031344,708.6698777,1.21E+01,0.00E+00,,0.00429359,0.0761451,0.570969,56.8192,4.70402,39604.7,29091.59405,780014.3723,1081.99,17898.7,1230.43,3.09363,629.3,1809.28,16079.1,40000,206398,0.0255398,0.0296633,79636.1,2246.46,94237.3,1.00E-06,263159,663159,2985.52,1044.35,3.2439,598.137,3051.02,1027.63,4.46184,579.282,263159,3046.84,1024.61,1.24261,572.789,3045.81,1021.59,2.54349,570.677
113562.354,26694.02028,140256.4,31.44931864,49.12420478,624.0466451,2.52E+01,0.00E+00,,0.960935,0.119526,3.76673,42.0831,4.61709,41937,37288.86991,918263.8342,735.152,21355.1,1164.47,3.06701,2046.62,2053.94,18154.8,40000,140236,0.0263719,3.34762,74861.9,4169.71,149798,3.11E-05,196997,596997,4685.4,1081.97,2.78511,577.51,4775.59,1064.76,3.37132,558.752,196997,4775.76,1057.27,1.29606,549.216,4781.04,1054.88,1.7953,547.17
113562.354,89382.90273,202945.3,17.66499362,16.09379523,734.5144632,1.41E+01,0.00E+00,,0.000216565,0.0839533,0.588362,56.9547,4.568,41678.1,33052.47058,799699.5195,1063.79,18351.2,1260.69,3.07393,1207.46,1931.12,17115.7,40000,202926,0.0271029,0.0417041,75600.3,2535.82,102510,1.00E-06,259687,659687,3288.4,1108.22,3.15267,634.557,3363.34,1090.19,4.4213,614.109,259687,3358.07,1087.38,1.07933,607.715,3358.13,1084.12,2.38737,605.311
81875.80699,0,81875.8,17.78057149,23.47806364,584.2011459,1.42E+01,0.00E+00,,0.481134,0.0668308,0.473103,31.6579,3.08692,19268.9,10590.83467,450743.8327,429.157,10502.3,551.775,2.61256,2832.88,1082.81,9780.88,40000,81865,0.0159953,0.167717,58859.4,3145.04,130832,1.91E-05,138626,538626,2627.33,655.549,2.37196,356.251,2676.04,645.628,3.46318,346.044,138626,2673.14,641.664,1.00359,339.616,2673.23,639.814,1.73729,338.43
113562.354,63148.05438,176710.4,31.80056417,33.35006586,614.2910446,2.54E+01,0.00E+00,,0.162049,0.108696,2.3594,49.3022,4.15535,43873.7,41913.64531,771756.772,926.246,17688.4,1238.22,2.99863,3468.97,2180.64,19220.8,40000,176689,0.0235489,1.87282,56355.3,4154.02,149435,5.06E-06,233450,633450,4247.99,965.439,2.91391,542.501,4340.48,948.804,3.9326,524.044,233450,4334.81,945.058,1.14228,517.314,4347.83,941.958,1.95409,514.702
111095.6873,0,111095.7,12.43975602,21.17762801,575.5751011,9.95E+00,0.00E+00,,0.478815,0.0690007,0.336012,31.7025,3.18096,23484.7,13770.35814,636580.2498,582.327,14816.5,795.041,2.73706,1437.8,1236.84,11133.5,40000,111083,0.0227583,0.0375813,75701.5,2557.51,108818,1.24E-05,167844,567844,2713.62,931.606,2.523,505.246,2766.87,918.007,3.62472,490.384,167844,2761.67,912.91,1.01348,482.571,2760.03,910.333,2.07091,480.855
113562.354,91246.42748,204808.8,23.82207546,35.16811158,486.9141831,1.91E+01,0.00E+00,,0.230767,0.0745163,2.02624,50.2642,4.85338,36690,27807.30139,635450.7067,1073.57,14524.7,1059.14,3.03012,2531.73,1768.08,15727.4,40000,204791,0.0158054,1.54364,58694.8,3632.52,134989,7.19E-06,261552,661552,2912.23,647.886,3.46507,368.429,2971.77,637.195,4.10659,356.594,261552,2975.05,633.747,2.0662,350.846,2980.65,632.215,2.38501,349.452
113562.354,57042.89261,170605.2,37.33350266,36.28973271,567.8622075,2.99E+01,0.00E+00,,0.348869,0.098755,7.99652,46.7544,4.27429,39475.2,34610.47416,744599.3753,894.252,17128,1132.61,2.97779,3067.06,1977.12,17505.5,40000,170585,0.0212934,7.53733,60342.8,4128.72,148604,1.11E-05,227346,627346,3861.6,873.205,2.99861,486.264,3941.52,858.623,3.80992,470.172,227346,3940.56,854.189,1.36817,463.111,3950.2,851.736,1.96806,461.025
113562.354,4337.236364,117899.6,25.81541881,32.88411107,563.7120497,2.07E+01,0.00E+00,,0.46592,0.106743,2.63604,32.3535,3.24422,32334.3,26212.92043,710747.9439,617.97,16489,941.435,2.83354,3517.48,1715.64,15278.8,40000,117882,0.0237595,2.31487,59406.5,4139.71,153012,1.61E-05,174643,574643,4179.96,974.067,2.48139,523.459,4263.79,958.59,3.48656,506.597,174643,4260.43,953.261,0.9484,498.677,4269.72,950.381,1.72697,496.367
113562.354,14390.43376,127952.8,19.97979808,45.58417383,726.8068668,1.60E+01,0.00E+00,,0.663248,0.109322,0.460561,43.7803,4.19832,37926.2,29493.11905,943578.9595,670.665,21962.1,1178.3,3.04912,869.95,1821.98,16187.4,40000,127935,0.0327107,0.0361049,87581.6,3163.93,122193,1.67E-05,184696,584696,4297.26,1339.91,2.49142,713.364,4382.83,1319.58,3.50283,691.033,184696,4375.09,1311.96,0.950815,680.918,4372.89,1308.43,2.18034,678.312
113562.354,31083.91114,144646.3,17.74251849,39.39079305,671.0958381,1.42E+01,0.00E+00,,0.449745,0.09154,0.471364,45.6336,4.12453,35252.6,25771.77089,825382.0389,758.183,19145.7,1096.03,3.00914,1047.07,1700.86,15152.2,40000,144629,0.0277363,0.032655,82143.8,2953.84,116540,1.09E-05,201390,601390,3594.91,1135.78,2.7066,618.904,3669.22,1118.28,3.70315,599.515,201390,3663.43,1112.54,1.06052,591.032,3661.6,1109.45,2.2436,588.826
113562.354,90241.72966,203804.1,14.86102018,15.62997475,536.7698958,1.19E+01,0.00E+00,,0.0560238,0.06328,0.525135,51.8275,4.54022,33061.9,21806.69333,613565.7619,1068.31,14056.5,990.632,3.0074,1614.35,1562.14,13959.5,40000,203788,0.0176332,0.034455,65121.2,2666.66,107312,1.38E-06,260549,660549,2481.33,721.528,3.39594,414.675,2534.28,709.983,4.3689,401.843,260549,2532.06,707.204,1.82346,396.196,2531.2,705.329,2.60718,394.862
100260.8907,0,100260.9,30.88406748,36.73611025,460.5922808,2.47E+01,0.00E+00,,1.32104,0.0632177,15.1245,25.5479,3.94867,20352.1,11446.63088,523143.0604,525.534,12198.2,631.399,2.70838,1525.09,1126.26,10163.4,40000,100250,0.0141058,14.8808,76036.4,3600.42,139914,5.23E-05,157011,557011,2486.98,577.784,2.96438,308.164,2531.17,569.669,3.20614,299.15,157011,2529.29,565.249,1.59396,293.087,2528.71,564.23,1.78984,292.224
113562.354,64477.25365,178039.6,13.2015135,16.65219502,602.9632905,1.06E+01,0.00E+00,,0.150687,0.0665042,0.499467,49.8385,4.20528,31642.8,20332.42212,672204.3883,933.25,15471.1,1014.09,2.97176,1025.73,1507.49,13487.6,40000,178025,0.0216165,0.0269619,74290.4,2324.42,98082.1,3.34E-06,234786,634786,2609.99,884.297,3.1037,500.666,2665.1,870.526,4.1717,485.245,234786,2661.56,867.161,1.34423,478.777,2660.17,864.659,2.44752,477.086
113562.354,42568.33557,156130.7,37.83511967,17.85897724,514.1661774,3.03E+01,0.00E+00,,0.34126,0.0865048,11.6307,41.8697,3.84394,32423.7,25719.59798,643403.0151,818.388,14824.3,954.563,2.8455,3562.93,1699.11,15137.1,40000,156114,0.0187657,11.2218,54668.5,4086.45,149060,1.13E-05,212875,612875,3383.29,769.247,2.94185,427.973,3452.71,756.689,3.76994,414.118,212875,3452.49,752.749,1.37365,407.564,3460.19,750.63,1.93087,405.807
113562.354,64251.35908,177813.7,13.32250781,43.56743038,514.8929805,1.07E+01,0.00E+00,,0.972939,0.0613427,0.506736,46.9363,5.58161,30636.5,18185.92885,711078.4355,932.07,16424.9,1013.64,3.07249,1.24,1424.37,12767.7,40000,177799,0.0173099,0.0625164,83590.2,2549.77,104661,2.46E-05,234560,634560,2415.02,708.773,3.54128,389.886,2458.46,698.477,3.74422,378.205,234560,2454.56,693.563,2.15188,371.491,2453.71,692.397,2.41394,370.471
113562.354,52136.37502,165698.7,15.57487013,15.65995554,721.094305,1.25E+01,0.00E+00,,0.103562,0.0791087,0.525267,51.5751,4.16698,34099.2,24081.4734,759535.3114,868.549,17500.8,1126.1,2.96614,1143.86,1643.08,14656.3,40000,165682,0.0265632,0.031581,77549.9,2495.49,102989,2.19E-06,222443,622443,3100.48,1086.83,2.93689,615.515,3170.48,1069.46,4.08841,595.908,222443,3165.39,1065.87,0.954509,589.003,3164.35,1062.53,2.31234,586.614
82188.90834,0,82188.9,33.45760267,45.81490585,631.3443686,2.68E+01,0.00E+00,,0.870856,0.0915071,10.489,33.8923,3.70797,25137.9,15514.68745,587590.1835,430.786,13725.4,684.705,2.87292,1195.4,1313.98,11807.4,40000,82175.8,0.0198178,10.1542,81865.8,3775.92,143729,3.59E-05,138937,538937,3598.09,812.603,2.35992,421.141,3660.49,800.56,3.22522,408.611,138937,3658.23,794.696,1.05262,400.731,3660.29,792.713,1.64492,399.3
85549.90342,0,85549.9,12.3722652,35.01479312,526.9035721,9.90E+00,0.00E+00,,0.896163,0.048867,0.463417,28.9637,3.51217,17003.1,7825.773758,439804.5817,448.426,10252.5,533.3,2.65174,612.16,929.173,8422.3,40000,85540.6,0.0136288,0.191223,78319.4,2441.21,109732,3.30E-05,142302,542302,1927.54,558.142,2.70264,305.141,1959.26,550.388,3.37008,296.919,142302,1955.45,546.347,1.47543,290.951,1954.68,545.152,1.86234,290.11
113562.354,27597.70104,141160.1,22.19640612,36.14164963,489.9825165,1.78E+01,0.00E+00,,0.758765,0.0809203,2.52891,37.0691,4.10013,29982.9,21083.97407,653816.5379,739.916,15171.5,862.745,2.89901,2429.34,1535.58,13730.3,40000,141145,0.0179333,2.16924,66107.9,3773.78,142763,2.54E-05,197906,597906,3170.15,735.045,3.01042,400.258,3232.42,723.724,3.51723,387.708,197906,3234.2,718.838,1.57138,380.72,3236.81,717.331,1.91351,379.439
113562.354,37412.94908,150975.3,18.52167,19.14325818,741.065733,1.48E+01,0.00E+00,,0.118375,0.0972331,0.527214,49.4757,3.94335,37554.9,29487.12858,833099.7615,791.355,19222.3,1208.7,2.9773,1641.73,1821.79,16185.8,40000,150957,0.0311977,0.0484107,76393.5,2858.71,113343,2.67E-06,207718,607718,3811.45,1276.4,2.58889,704.537,3896.68,1256.07,3.87836,681.653,207718,3888.69,1251.88,0.732922,674.251,3889.32,1247.91,2.12966,671.178
113562.354,58973.32668,172535.7,17.97725702,25.90010192,732.7663093,1.44E+01,0.00E+00,,0.0460769,0.0900276,0.554083,52.9024,4.19282,38946.9,30449.68056,811370.9083,904.379,18677.2,1220.92,3.0176,1429.37,1851.9,16442.4,40000,172517,0.0290365,0.0441149,76159.3,2702.9,108259,1.00E-06,229278,629278,3527.61,1187.7,2.82681,666.661,3607.38,1168.58,4.09857,645.071,229278,3600.86,1165.08,0.868155,638.18,3601.11,1161.46,2.22749,635.455
113562.354,22631.62683,136194,36.02878559,20.37252464,687.6017653,2.88E+01,0.00E+00,,0.179595,0.141961,2.58358,43.6509,3.60371,45585.1,47419.84232,862576.5119,713.842,19847.5,1306.39,2.96913,4127.13,2323.09,20412.4,40000,136171,0.0307264,2.14317,55590.2,4390.28,162007,5.98E-06,192932,592932,5558.16,1259.8,2.3815,685.668,5675.4,1238.27,3.62059,661.822,192932,5658.64,1233.6,0.679349,654.205,5678.43,1229.05,1.77311,650.313
113562.354,73157.69411,186720,36.03155106,28.93945958,579.6349007,2.88E+01,0.00E+00,,0.108691,0.0991557,5.66235,49.874,4.19883,41919.7,38724.47798,716694.5497,978.724,16382.3,1193.97,2.9761,3575.27,2094.03,18492.8,40000,186699,0.0212046,5.17296,53793.7,4125.43,148525,3.41E-06,243460,643460,3873.53,869.217,3.03945,492.945,3957.8,854.202,4.05728,476.297,243460,3953.66,850.967,1.29131,470.052,3966.23,848.184,2.02845,467.71
113562.354,40146.44517,153708.8,14.42829513,14.67698252,723.5374734,1.15E+01,0.00E+00,,0.133439,0.083227,0.505275,49.5496,3.97614,34163.4,23927.72662,795832.7068,805.695,18361.4,1155.66,2.96919,884.08,1637.73,14610.3,40000,153692,0.0296188,0.031637,81858.1,2318.53,98113.4,2.76E-06,210453,610453,3265.05,1211.43,2.68047,671.279,3336.25,1192.58,3.96918,650.047,210453,3330.08,1188.5,0.810326,642.695,3329.08,1184.75,2.28477,639.968
113562.354,60130.45782,173692.8,38.21961975,44.78288036,604.0170706,3.06E+01,0.00E+00,,0.589389,0.107238,7.18875,48.5007,4.801,43839.8,40194.29264,856086.5624,910.43,19755.9,1238.83,3.06854,2424.78,2134.35,18832.1,40000,173671,0.0231681,6.71079,67953.2,4146.78,147952,1.84E-05,230432,630432,4196.25,950.594,3.07368,524.328,4280.74,934.816,3.68974,506.987,230432,4281.58,929.069,1.47586,498.914,4289.53,926.726,1.9752,496.866
113562.354,55097.88438,168660.2,19.47735624,44.93182861,451.7272055,1.56E+01,0.00E+00,,1.50733,0.0662643,2.39884,42.682,6.11798,30753.9,19137.34666,683282.6456,884.083,15778,978.874,3.0787,463.3,1461.77,13091.9,40000,168646,0.0148481,1.98989,81877.3,3328.07,127997,4.80E-05,225407,625407,2602.91,608.026,3.62755,328.806,2649.63,599.247,3.52445,318.761,225407,2650.4,594.762,2.07248,312.718,2650.57,593.922,2.11518,311.843
78485.23097,0,78485.2,38.07724272,30.02711549,633.8107733,3.05E+01,0.00E+00,,0.364854,0.0852059,14.8557,33.9714,3.06762,21599.6,13708.48138,479332.4761,411.375,11129.7,625.485,2.62034,3639.41,1234.02,11108.8,40000,78472.9,0.0180444,14.5205,54379.6,3853.13,148012,1.58E-05,135234,535234,3343.44,739.964,2.19787,395.389,3405.01,728.306,3.44153,383.443,135234,3400.93,724.301,0.766782,376.829,3408.24,721.777,1.61521,375.052
86493.81159,0,86493.8,27.85546537,42.23070801,472.8288349,2.23E+01,0.00E+00,,1.91677,0.0521855,13.6371,26.091,4.64816,17648.4,8411.212867,468695.1325,453.372,10922.1,572.214,2.72462,0.28,963.678,8728.24,40000,86484.2,0.0116856,13.3899,88534.9,3142.86,127717,8.52E-05,143245,543245,2060.77,478.125,3.17153,251.256,2092.73,472.096,3.06466,244.331,143245,2088.69,468.21,1.65044,239.066,2087.42,467.425,1.74329,238.352
113562.354,4430.934604,117993.3,25.62820843,39.92153797,570.4071948,2.05E+01,0.00E+00,,0.769362,0.108685,2.50213,32.722,3.67389,33837.4,26936.60488,774339.7849,618.46,18033.7,956.266,2.92597,2520.61,1739.63,15484.1,40000,117976,0.0243554,2.17728,70378.8,4090.42,150700,2.63E-05,174737,574737,4260.63,998.687,2.56962,529.897,4343.01,983.2,3.36112,513.064,174737,4341.98,976.667,1.11828,504.292,4347.41,974.218,1.73385,502.31
113562.354,80983.13873,194545.5,27.44751398,29.69520452,467.388935,2.20E+01,0.00E+00,,0.18773,0.0714156,4.6583,48.1144,4.45745,33358.9,24623.68549,585147.0739,1019.77,13372.1,978.09,2.9361,3167.57,1661.82,14817.3,40000,194529,0.0150809,4.19636,52281,3710.13,137916,6.03E-06,251290,651290,2790.1,618.016,3.3711,352.23,2847.57,607.848,4.0958,340.958,251290,2850.44,604.78,1.96301,335.469,2856.62,603.235,2.31544,334.097
113562.354,68556.4829,182118.8,12.25437141,48.73521919,502.286093,9.80E+00,0.00E+00,,1.66007,0.0576021,0.533886,47.1934,6.89453,29801.3,17128.41062,754095.7584,954.641,17393.7,1099.8,3.05662,0.14,1381.68,12396.8,40000,182105,0.0163886,0.0871157,80993.4,2372.53,98970.3,4.17E-05,238866,638866,2272.67,670.581,3.7828,364.555,2308.86,661.393,3.65242,353.949,238866,2304.83,656.459,2.25134,347.48,2304.09,655.543,2.3479,346.57
113562.354,68725.7388,182288.1,34.77742609,38.4990728,655.3101705,2.78E+01,0.00E+00,,0.233835,0.118083,2.38096,51.4831,4.47036,48802.7,49743.39544,860863.0935,955.476,19747.9,1363.97,3.06297,3190.62,2380.83,20893.3,40000,182264,0.0255055,1.87115,60192.3,4211.95,150424,7.21E-06,239025,639025,4615.99,1046.09,2.95567,586.722,4715.57,1027.94,3.89335,566.616,239025,4709.76,1023.48,1.17315,559.296,4723.3,1020.22,1.97514,556.499
113562.354,38098.5762,151660.9,22.74167422,27.10693983,467.1557332,1.82E+01,0.00E+00,,0.491103,0.0737985,3.28746,39.1529,3.91634,28567.8,19929.34421,586935.1537,794.967,13560.6,833.441,2.82613,3303.5,1492.22,13355.5,40000,151646,0.0160933,2.90964,54585.4,3743.9,142328,1.66E-05,208407,608407,2887.37,659.489,3.08182,366.494,2945.58,649.128,3.70297,354.983,208407,2948.06,645.223,1.63586,348.783,2951.94,643.731,2.00546,347.524
89256.65738,0,89256.7,24.61935386,34.77021796,726.0519714,1.97E+01,0.00E+00,,0.321067,0.109062,0.520507,38.785,3.34556,29025.9,20958.87479,660435.8705,467.826,15331.8,864.778,2.8136,2863.11,1530.94,13690.2,40000,89241.3,0.0268085,0.136322,65113.4,3680.05,140335,1.10E-05,146002,546002,4282.54,1098.4,2.07904,576.707,4368.07,1081.19,3.44923,558.368,146002,4358.65,1076.05,0.592093,550.542,4362.48,1072.34,1.74984,547.699
97899.23271,0,97899.2,14.61326979,18.65455273,726.3777996,1.17E+01,0.00E+00,,0.278498,0.0830585,0.412377,39.2424,3.3385,25668.5,15708.28972,680014.5915,513.143,15773.5,903.228,2.78802,1276.69,1322.28,11879.7,40000,97886,0.02857,0.0371011,78909,2478.93,105318,6.98E-06,154647,554647,3264.87,1169.23,2.1684,622.943,3330.68,1151.76,3.62746,603.989,154647,3323.44,1146.71,0.602623,596.023,3322.34,1142.8,2.0642,593.217
113562.354,46593.05968,160155.4,28.86165601,18.47349366,449.6430156,2.31E+01,0.00E+00,,0.486523,0.0687274,7.88358,40.7221,4.11694,27886.4,19090.4522,568570.301,839.499,13113.7,829.96,2.81573,3269.94,1459.95,13076.1,40000,160141,0.0148508,7.49247,53802,3754.42,141369,1.64E-05,216902,616902,2688.87,608.525,3.22035,340.069,2742.85,598.985,3.75717,329.407,216902,2745.75,595.324,1.81786,323.562,2749.1,594.033,2.10661,322.432
86008.28574,0,86008.3,11.83748124,36.74400333,746.0660703,9.47E+00,0.00E+00,,0.405554,0.0675647,0.409511,40.3237,3.49207,21604.8,11086.35431,606636.5297,450.819,14105.8,771.399,2.76344,2.26,1108.17,10004.2,40000,85997.2,0.0254198,0.027893,87876.4,1896.58,88627.5,1.04E-05,142758,542758,2662.81,1040.46,2.15836,552.381,2710.89,1025.51,3.6411,536.555,142758,2704.72,1020.21,0.684478,528.427,2702.59,1016.79,2.13723,526.231
